problem_id,category,subtype,difficulty,layer,n_tokens,unique_experts,unique_per_token,entropy,concentration,top1_expert,top6_experts,correct,truncated,n_gen_tokens
comp-easy-01,computational,gsm8k_word_problem,easy,49,250,124,0.496,4.349883240224865,0.08331044924556728,104,"104,29,9,10,33,50",True,False,251
comp-easy-01,computational,gsm8k_word_problem,easy,51,250,124,0.496,4.524424402961622,0.05176339498792844,55,"55,19,36,94,86,12",True,False,251
comp-easy-02,computational,gsm8k_word_problem,easy,1,195,125,0.6410256410256411,4.622931243966622,0.026359523670611874,95,"95,85,26,42,38,2",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,3,195,124,0.6358974358974359,4.48361434309588,0.04028651885995422,64,"64,53,78,117,96,98",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,6,195,121,0.6205128205128205,4.328270767463984,0.0918813493666252,106,"106,18,47,110,105,89",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,8,195,116,0.5948717948717949,4.33262804103183,0.08199593949100407,13,"13,79,86,10,56,55",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,10,195,102,0.5230769230769231,4.043781263253378,0.07822786014588377,80,"80,55,99,24,123,124",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,13,195,103,0.5282051282051282,3.8982471083235732,0.161859449075311,34,"34,125,62,71,48,43",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,15,195,110,0.5641025641025641,4.296824867262901,0.05381916665852871,70,"70,124,122,51,3,67",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,17,195,94,0.48205128205128206,4.025099041379149,0.07509709309167942,36,"36,3,64,116,121,19",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,20,195,98,0.5025641025641026,3.859302606697686,0.1342665393968774,16,"16,26,30,19,13,119",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,22,195,112,0.5743589743589743,4.3291420634603766,0.0598606079484619,58,"58,101,7,56,94,38",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,24,195,105,0.5384615384615384,4.090470838274793,0.07688278180253866,72,"72,30,78,16,49,55",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,27,195,107,0.5487179487179488,3.9881585741536996,0.15377122641981886,90,"90,103,70,122,32,11",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,29,195,107,0.5487179487179488,4.127011655295173,0.06630472016169904,45,"45,18,123,83,7,19",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,31,195,118,0.6051282051282051,4.143885121580763,0.13852996827337208,35,"35,23,67,25,61,41",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,34,195,106,0.5435897435897435,4.126549676443933,0.07992775497689258,98,"98,1,73,35,66,118",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,36,195,113,0.5794871794871795,4.1840071523303015,0.07144257593312121,105,"105,127,35,76,37,6",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,38,195,106,0.5435897435897435,4.0925136929311305,0.09519900881211701,87,"87,54,27,91,93,19",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,40,195,109,0.558974358974359,4.139799650081817,0.072093514160363,12,"12,51,79,98,22,117",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,43,195,110,0.5641025641025641,4.1193272150628735,0.09256770088912349,78,"78,107,99,36,69,23",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,45,195,117,0.6,4.4725218405967215,0.03753718148621778,108,"108,46,22,125,65,50",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,47,195,116,0.5948717948717949,4.343157300359679,0.08700686295327342,75,"75,5,99,104,46,23",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,49,195,115,0.5897435897435898,4.300130808168643,0.07262491774314225,22,"22,8,30,41,52,60",True,False,196
comp-easy-02,computational,gsm8k_word_problem,easy,51,195,123,0.6307692307692307,4.433932750967185,0.05993979127893765,55,"55,123,89,104,17,12",True,False,196
comp-easy-03,computational,gsm8k_word_problem,easy,1,174,124,0.7126436781609196,4.550000731714823,0.0293592388632338,41,"41,38,8,9,84,50",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,3,174,119,0.6839080459770115,4.47842435231762,0.044023171685486716,115,"115,64,51,29,112,9",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,6,174,119,0.6839080459770115,4.382918950566721,0.06525733746560958,106,"106,27,29,23,110,79",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,8,174,114,0.6551724137931034,4.018275923409879,0.1475767834572929,86,"86,88,10,105,123,2",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,10,174,104,0.5977011494252874,4.036194691435311,0.08518992456896551,4,"4,21,76,126,107,90",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,13,174,85,0.4885057471264368,3.747662170452953,0.12452595948830283,34,"34,113,50,86,38,80",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,15,174,100,0.5747126436781609,4.024052142352558,0.07792873629341733,42,"42,108,51,33,122,17",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,17,174,80,0.45977011494252873,3.640347720685328,0.1364378222929636,3,"3,45,36,121,19,52",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,20,174,93,0.5344827586206896,3.710639037015098,0.10898416091697916,26,"26,16,100,19,119,107",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,22,174,116,0.6666666666666666,4.221679873875733,0.0644714558518766,101,"101,94,7,52,112,9",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,24,174,94,0.5402298850574713,3.9414927798697796,0.07655430692692133,65,"65,78,96,40,50,76",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,27,174,95,0.5459770114942529,3.870569057495274,0.14848882052991674,90,"90,70,11,74,64,10",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,29,174,106,0.6091954022988506,4.109948039749523,0.08178960573823706,45,"45,18,38,83,94,17",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,31,174,111,0.6379310344827587,3.937978539849274,0.15519665857633105,35,"35,20,23,58,33,53",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,34,174,107,0.6149425287356322,4.217070193883093,0.048119401917035114,63,"63,66,27,80,94,98",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,36,174,106,0.6091954022988506,4.131562578226009,0.08237963987232827,45,"45,34,79,105,49,12",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,38,174,101,0.5804597701149425,3.9192770087602726,0.10244013318235966,51,"51,10,54,14,110,84",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,40,174,103,0.5919540229885057,3.9596918244567676,0.16898116837670207,59,"59,44,11,12,25,79",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,43,174,110,0.632183908045977,4.11552485983853,0.10344365040300425,103,"103,13,88,7,6,36",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,45,174,112,0.6436781609195402,4.255438187022781,0.06163423495575606,43,"43,25,107,114,91,74",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,47,174,112,0.6436781609195402,4.152657707301809,0.08088523135542353,63,"63,75,12,90,34,111",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,49,174,114,0.6551724137931034,4.345791810348102,0.07858690283764368,62,"62,50,39,29,46,61",True,False,175
comp-easy-03,computational,gsm8k_word_problem,easy,51,174,118,0.6781609195402298,4.338159634154463,0.06982499483661246,55,"55,10,19,27,85,12",True,False,175
comp-easy-04,computational,gsm8k_word_problem,easy,1,628,128,0.20382165605095542,4.695909856745784,0.026144694397758756,124,"124,88,8,33,87,38",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,3,628,128,0.20382165605095542,4.596584942973956,0.03279859897753475,115,"115,64,43,83,51,98",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,6,628,126,0.20063694267515925,4.41838604047785,0.08935784134935026,106,"106,79,23,113,110,93",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,8,628,123,0.19585987261146498,4.164282711300131,0.12674306153705245,25,"25,10,79,47,15,51",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,10,628,119,0.18949044585987262,3.815515348892364,0.13340202477510382,115,"115,80,99,100,4,90",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,13,628,116,0.18471337579617833,3.802169686043434,0.12503751529768875,50,"50,34,95,68,125,83",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,15,628,122,0.1942675159235669,4.153254167592944,0.0914442132887101,22,"22,122,108,70,87,40",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,17,628,113,0.17993630573248406,3.886906474732572,0.11538931934202755,3,"3,36,45,52,74,64",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,20,628,120,0.1910828025477707,3.937256304379579,0.1430829672586607,26,"26,100,86,30,14,16",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,22,628,128,0.20382165605095542,4.343177632555196,0.05861894331844214,58,"58,14,112,101,7,56",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,24,628,119,0.18949044585987262,4.26480154880242,0.06376429561225973,72,"72,123,82,6,76,67",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,27,628,121,0.1926751592356688,3.8987460210750267,0.17426078031281952,90,"90,70,103,11,74,2",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,29,628,124,0.19745222929936307,4.21735285534678,0.10101900002732966,45,"45,18,123,38,83,60",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,31,628,123,0.19585987261146498,3.907780296293359,0.16759385778839764,35,"35,25,20,67,41,23",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,34,628,118,0.18789808917197454,4.163670620513039,0.061850691690451924,1,"1,98,35,66,80,63",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,36,628,120,0.1910828025477707,4.02069971922894,0.1394101574423942,65,"65,72,105,34,127,37",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,38,628,121,0.1926751592356688,4.018598983076435,0.1292721002527405,27,"27,54,51,119,99,19",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,40,628,119,0.18949044585987262,4.10430159217689,0.11039449564681375,12,"12,126,10,108,44,22",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,43,628,121,0.1926751592356688,4.356128878701467,0.04837501012717556,99,"99,104,113,6,14,7",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,45,628,125,0.19904458598726116,4.171538647988314,0.13001789531334992,99,"99,43,25,125,96,7",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,47,628,125,0.19904458598726116,4.273989445615336,0.09075649187016586,75,"75,111,12,34,23,46",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,49,628,124,0.19745222929936307,4.189992614230357,0.10285964601138267,104,"104,109,29,85,30,10",True,False,629
comp-easy-04,computational,gsm8k_word_problem,easy,51,628,126,0.20063694267515925,4.50983778503576,0.05813750971511353,55,"55,123,124,37,85,89",True,False,629
comp-easy-05,computational,gsm8k_word_problem,easy,1,526,128,0.24334600760456274,4.728581234132749,0.017963417603555142,70,"70,83,98,55,104,85",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,3,526,128,0.24334600760456274,4.626636454970988,0.03178324005543761,64,"64,109,117,112,115,34",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,6,526,127,0.2414448669201521,4.508977773202997,0.07552626043419004,106,"106,18,75,105,116,110",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,8,526,124,0.23574144486692014,4.5890282374766,0.03355326403826638,79,"79,119,110,12,108,56",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,10,526,123,0.2338403041825095,4.2141755245686445,0.08287533146846447,99,"99,100,21,54,124,41",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,13,526,114,0.21673003802281368,4.061462757083124,0.09493121138603453,34,"34,3,95,17,125,68",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,15,526,123,0.2338403041825095,4.198209121062523,0.14258710277814524,87,"87,86,51,122,40,34",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,17,526,108,0.20532319391634982,4.122050985549234,0.09357162145565943,36,"36,107,6,127,38,3",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,20,526,117,0.2224334600760456,4.205652000049063,0.06334656557767923,76,"76,26,1,93,98,7",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,22,526,125,0.2376425855513308,4.456341294509029,0.037866996075123734,58,"58,94,78,48,88,14",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,24,526,118,0.22433460076045628,4.339213445136583,0.05001598059937598,16,"16,67,76,6,105,42",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,27,526,119,0.2262357414448669,4.1555109734251285,0.14278285315068057,90,"90,77,11,125,103,39",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,29,526,123,0.2338403041825095,4.473196043038215,0.0578496007757541,18,"18,43,114,19,80,33",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,31,526,123,0.2338403041825095,4.28347648651866,0.11588004187344783,35,"35,64,19,25,57,82",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,34,526,118,0.22433460076045628,4.209527970894092,0.07688635582710578,98,"98,1,92,35,84,116",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,36,526,121,0.2300380228136882,4.366730048989337,0.046186312015438574,11,"11,127,72,37,90,105",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,38,526,117,0.2224334600760456,4.2030099879743785,0.08383542370950822,126,"126,87,79,18,54,49",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,40,526,118,0.22433460076045628,4.26197176961249,0.10970749439610027,12,"12,104,10,114,29,11",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,43,526,122,0.23193916349809887,4.269151776182686,0.07133236697889847,113,"113,72,99,78,24,31",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,45,526,126,0.23954372623574144,4.250642638080964,0.1267598233655418,4,"4,84,22,125,116,108",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,47,526,122,0.23193916349809887,4.357514513422049,0.07395425293463806,75,"75,70,5,77,34,61",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,49,526,121,0.2300380228136882,4.41331893985375,0.04574947342428774,41,"41,104,85,30,46,8",True,False,527
comp-easy-05,computational,gsm8k_word_problem,easy,51,526,126,0.23954372623574144,4.544149740457767,0.04981263115320319,13,"13,123,67,36,17,55",True,False,527
comp-easy-06,computational,gsm8k_word_problem,easy,1,238,126,0.5294117647058824,4.617343293432303,0.02652482671094857,98,"98,1,21,120,109,64",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,3,238,127,0.5336134453781513,4.562743376426216,0.028084794364822897,51,"51,115,0,85,118,95",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,6,238,118,0.4957983193277311,4.320189443692134,0.09279218747595772,106,"106,29,23,124,72,86",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,8,238,108,0.453781512605042,3.8548656320467836,0.18806975245093313,100,"100,2,105,10,113,16",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,10,238,97,0.40756302521008403,3.8509763588329604,0.08530121371771832,3,"3,48,76,28,51,99",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,13,238,88,0.3697478991596639,3.5284955254385,0.1405669652162638,31,"31,34,39,40,3,51",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,15,238,103,0.4327731092436975,3.6021373262708587,0.18189811942581596,39,"39,87,115,67,122,116",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,17,238,87,0.36554621848739494,3.7645485429297953,0.09585980256911271,36,"36,3,64,81,7,19",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,20,238,102,0.42857142857142855,3.7261398295696257,0.1655762344451844,100,"100,84,11,16,7,26",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,22,238,112,0.47058823529411764,4.040334462647358,0.08402473813946952,14,"14,59,101,48,58,34",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,24,238,102,0.42857142857142855,4.040854256047022,0.08406902173121392,6,"6,78,76,42,34,55",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,27,238,98,0.4117647058823529,3.6260294872613716,0.15944990729823544,90,"90,107,14,11,56,103",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,29,238,109,0.4579831932773109,4.146771311294165,0.07188591430113954,18,"18,50,98,45,78,9",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,31,238,116,0.48739495798319327,3.978477512094883,0.10869793125237859,109,"109,56,35,83,37,58",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,34,238,116,0.48739495798319327,4.1475238343785525,0.10246277797771722,98,"98,63,1,27,48,47",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,36,238,114,0.4789915966386555,4.1966239576507745,0.07300520205456125,96,"96,20,46,105,34,127",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,38,238,109,0.4579831932773109,3.819515289229397,0.17954579725517028,30,"30,14,64,35,93,84",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,40,238,107,0.4495798319327731,3.925024422415997,0.11867345770624746,57,"57,106,12,28,9,11",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,43,238,113,0.47478991596638653,3.9445554450791738,0.11257196773317976,113,"113,122,36,91,7,84",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,45,238,107,0.4495798319327731,4.112514580729645,0.06860764313595315,14,"14,93,71,73,25,10",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,47,238,117,0.49159663865546216,4.039666234983455,0.1376401716629717,39,"39,75,91,34,12,53",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,49,238,113,0.47478991596638653,4.262357979520787,0.0564870029341926,46,"46,30,71,61,85,86",True,False,239
comp-easy-06,computational,gsm8k_word_problem,easy,51,238,122,0.5126050420168067,4.418380794146406,0.059993098416903215,0,"0,55,123,17,19,12",True,False,239
comp-easy-19,computational,generated_arithmetic,easy,1,151,124,0.8211920529801324,4.630592599747097,0.02368653705738512,38,"38,117,50,17,51,122",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,3,151,123,0.8145695364238411,4.470264454684363,0.06486845160218001,98,"98,17,115,85,74,59",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,6,151,111,0.7350993377483444,4.393683104824301,0.048695103294554155,106,"106,42,23,81,37,48",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,8,151,111,0.7350993377483444,4.247781967034623,0.08179445291653246,10,"10,114,43,120,60,105",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,10,151,100,0.6622516556291391,4.0197431632190765,0.12381785127836656,90,"90,99,60,36,40,23",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,13,151,96,0.6357615894039735,3.8752888110798844,0.1195610663881429,34,"34,108,62,24,41,65",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,15,151,109,0.7218543046357616,4.172416040086582,0.062436761121715825,29,"29,40,68,87,55,4",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,17,151,84,0.5562913907284768,3.8994742838016125,0.0649963572937069,19,"19,75,3,121,45,87",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,20,151,95,0.6291390728476821,3.8726030056762397,0.08889013923825914,16,"16,31,19,26,120,119",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,22,151,113,0.7483443708609272,4.286148259240929,0.08684196655705707,46,"46,94,59,107,76,38",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,24,151,93,0.6158940397350994,3.9558023071644524,0.0655780007566767,67,"67,76,96,78,90,35",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,27,151,102,0.6754966887417219,4.091184823080209,0.10949405974531602,90,"90,64,99,93,39,11",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,29,151,98,0.6490066225165563,4.125173121411921,0.07089347724649823,83,"83,45,18,102,66,125",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,31,151,117,0.7748344370860927,4.320281582580177,0.09016499464504679,35,"35,61,33,58,99,27",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,34,151,98,0.6490066225165563,3.8794254331003297,0.18164743126204275,35,"35,84,98,95,115,89",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,36,151,109,0.7218543046357616,4.275715231045066,0.09532340020164615,105,"105,63,112,35,34,104",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,38,151,100,0.6622516556291391,4.2199075697056845,0.06396054414773439,87,"87,99,31,19,29,79",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,40,151,110,0.7284768211920529,4.363403036360785,0.03835581000916744,124,"124,9,96,15,92,29",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,43,151,105,0.695364238410596,4.180480409460499,0.059203673948100506,105,"105,36,103,77,72,107",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,45,151,107,0.7086092715231788,4.251903131153718,0.0626861974665665,4,"4,56,50,120,33,25",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,47,151,119,0.7880794701986755,4.427020844965998,0.04262750449483256,77,"77,34,0,89,3,112",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,49,151,117,0.7748344370860927,4.376306960727114,0.06822611959700588,9,"9,21,56,41,8,31",True,False,152
comp-easy-19,computational,generated_arithmetic,easy,51,151,120,0.7947019867549668,4.513861452245159,0.034200239095124874,55,"55,12,19,98,65,73",True,False,152
comp-easy-20,computational,generated_arithmetic,easy,1,133,123,0.924812030075188,4.595579761352537,0.027006031200116305,109,"109,38,33,50,5,36",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,3,133,123,0.924812030075188,4.458571494810255,0.04440977929296063,115,"115,98,64,12,120,17",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,6,133,119,0.8947368421052632,4.429760570749759,0.050556631055838595,106,"106,37,109,15,79,2",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,8,133,113,0.849624060150376,4.237984707519812,0.06821027063978014,10,"10,43,114,13,120,90",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,10,133,97,0.7293233082706767,3.981448843612167,0.126382800625592,90,"90,60,99,40,76,35",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,13,133,86,0.6466165413533834,3.8249503931270206,0.11477429049431445,34,"34,108,62,43,65,24",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,15,133,99,0.7443609022556391,4.187438522442372,0.04330171839675044,84,"84,68,29,40,67,33",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,17,133,82,0.6165413533834586,3.8695612959056773,0.0759605715647247,19,"19,121,75,3,45,21",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,20,133,90,0.6766917293233082,3.809544799723395,0.08644091504338162,16,"16,31,26,19,120,119",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,22,133,108,0.8120300751879699,4.262798900004298,0.07961464774709139,46,"46,94,38,59,76,65",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,24,133,92,0.6917293233082706,3.946539541732559,0.072658212698281,67,"67,78,90,76,96,35",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,27,133,94,0.706766917293233,4.0593577708044934,0.09500152358994504,90,"90,64,11,93,16,39",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,29,133,104,0.7819548872180451,4.121265064196162,0.08248492282343284,83,"83,45,18,33,102,38",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,31,133,113,0.849624060150376,4.247847517830477,0.08568210420891713,35,"35,58,61,99,33,112",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,34,133,94,0.706766917293233,3.8987595963517885,0.16504783527670502,35,"35,84,89,53,98,63",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,36,133,110,0.8270676691729323,4.268671828872412,0.08290437727916365,105,"105,34,26,63,127,104",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,38,133,101,0.7593984962406015,4.22539732296705,0.04148109858020451,75,"75,79,87,29,17,19",True,False,134
comp-easy-20,computational,generated_arithmetic,easy,40,133,108,0.8120300751879699,4.249567750609605,0.04378862627934349,9,"9,22,11,8,15,44",True,False,134
